Dependents,ApplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Male,Gender_nan,Married_Yes,Married_nan,Self_Employed_Yes,Self_Employed_nan,Education_Not Graduate,Property_Area_Semiurban,Property_Area_Urban,Loan_Status_Y,TotalIncome
0.333333333,0.468513659,0.594011865,0.75,1,1,0,1,0,0,0,0,0,0,0,0.127634112
0.333333333,0.646317818,1.140735761,0.75,0,1,0,1,0,0,0,0,0,0,0,0.681923362
0.333333333,0.884291456,1.261912567,0.175,1,1,0,1,0,0,0,0,0,0,0,1.010221594
0,0.554200244,0.907414243,0.75,1,1,0,1,0,0,0,0,0,1,1,0.538801481
0,0.527862193,0.668226829,0.75,1,0,0,0,0,0,0,1,1,0,1,0.199724314
0,0.948307389,0.842802723,0.75,1,0,1,0,0,0,0,0,1,0,1,0.688830719
0.666666667,0.635302004,0.919850281,0.75,0,1,0,1,0,1,0,0,1,0,0,0.328038072
0,0.683858242,0.550269926,0.375,1,1,0,1,0,0,0,0,1,0,1,0.911417669
0.666666667,1.101868905,1.397184461,0.5,1,1,0,1,0,1,0,0,1,0,0,0.860304613
1,1.425618062,1.685034256,0.75,1,0,1,0,0,1,0,0,1,0,1,1.213205991
0,0.822392408,1.120717578,0.375,1,1,0,1,0,0,0,0,0,0,1,0.996674793
0,1.868490391,1.588523039,0.75,1,1,0,1,0,1,0,0,0,1,1,1.682614011
0,0.818469089,0.944267792,0.75,1,1,0,0,0,0,0,1,0,0,1,0.541232631
0.666666667,1.144561136,1.325675795,0.75,1,1,0,1,0,1,0,1,0,0,0,1.021014317
0,0.681606983,0.801932059,0.75,0,1,0,0,0,0,0,0,1,0,0,0.382550409
0,1.474337411,1.296424781,0.75,1,1,0,1,0,1,0,0,0,0,1,1.265492661
0.666666667,1.076495761,1.346057628,0.75,1,1,0,1,0,0,0,0,0,1,1,0.83217909
1,0.091501424,1.839256808,0.375,1,0,0,0,0,0,1,0,0,1,0,2.573868654
0,0.665352289,1.184363182,0.75,1,1,0,1,0,0,1,1,0,0,1,0.819916349
1,1.067460845,1.047318994,0.75,1,1,0,1,0,0,0,0,0,1,1,0.822145246
0,0.794445472,1.261912567,0.75,1,1,0,0,0,0,0,0,0,0,1,1.082827935
0.333333333,1.62261887,2.146565743,0.75,1,0,0,1,0,0,0,0,1,0,1,1.423555587
0,0.574280653,0.962197452,0.375,1,1,0,1,0,0,0,1,0,1,0,0.885204461
0.333333333,0.750761075,1.266292295,0.75,1,1,0,1,0,0,0,0,1,0,1,0.847618261
0.666666667,0.841485925,1.193805008,0.75,1,1,0,1,0,0,0,1,0,0,1,0.781381052
0,0.723205022,0.932133561,0.75,1,1,0,1,0,0,0,0,0,0,1,0.751472664
0,0.66640899,0.67614296,0.75,1,0,0,0,0,0,0,0,0,0,1,0.364707781
1,0.858915751,0.395858387,0.375,1,1,0,1,0,0,0,0,0,0,1,0.587495663
0.333333333,1.313719061,1.56610955,0.75,1,1,0,1,0,0,0,0,0,1,1,1.116074713
0.666666667,1.267616002,1.325675795,0.75,1,1,0,1,0,0,0,0,0,1,1,1.042256477
0,0.925882968,1.074155436,0.75,0,0,0,0,0,1,0,0,1,0,0,0.663522858
